"uniqueid","date","variable","parameter","unit","level","leaf.area.missing","tree","HHMMSS","Obs","YYYYMMDD","DOY","EBal.","Area","StmRat","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","n","FTime","CsMchSD","HsMchSD","CrMchSD","HrMchSD","BLC_1","fda","Photo","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","CTleaf","SVTleaf","h2o_i","h2odiff","CTair","SVTair","CndTotal","vp_kPa","VpdA","BLCond","Cond","CndCO2","Ci","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","Trmmol","VpdL","Site","Date","Time","Initials","Taxon","Notes","Plot","DatePhoto","Tag","TimeStart","index","DateSampled","DateMeasured","Treatment","Chamber","curveID","Campaign","chamber_leaf_area"
"abasa3",NA,"Coolers:","Tblock","C",21.27,FALSE,NA,"13:04:19",10.5,NA,NA,0,6,1,23.266,25.656,21.265,401.222,371.379,1.7475,13.0966,4.641,34.781,499.82,1500.7,189,76.1,-0.413,0.305,1,-0.22,2.74,1,0,0.16,111115,15,934.45,NA,NA,NA,NA,1.42,0.833033333333333,21.3025366493274,0.00957963928669399,298.806,296.416,240.112,-2.47973109796654,25.656,3.30618280651803,43.4452405587127,30.3486405587127,24.461,3.0789236932386,0.306729856626739,0.99665126,2.0822724332386,2.84,0.343868994330559,0.194729438931874,246.77805698529,18.7798101365805,0.664491194059835,35.8768445748309,361.252794198383,0.0211560285904814,9.57963928669399,2.30953154651803,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 11:53:00",NA,NA,NA,NA,NA,160,"RMBL_2015",6
"rcup4",NA,"Coolers:","Tblock","C",30,FALSE,NA,"10:29:28",85.5,NA,NA,0,6,1,28.61,25.961,30.133,399.68,382.06,11.8305,18.8525,22.097,35.211,499.9,1499,11.8,73.44,-2.46,0.11,1,-0.22,2.74,1,0,0.16,111115,15,2400.25,NA,NA,NA,NA,1.42,0.833166666666666,12.4022064531618,0.005962912138805,299.111,301.76,239.84,0.0926563286065473,25.961,3.36647935511649,45.8398604999522,26.9873604999522,27.2855,3.63961653728704,0.213805091751689,1.3845276,2.25508893728704,2.84,0.231211502005602,0.135090128043841,275.735486104991,20.2500140995505,0.721707289040844,43.7392238794889,376.164584960645,0.014420895030962,5.962912138805,1.98195175511649,"Road","2015-06-27",NA,NA,"Veratrum californicum",NA,NA,NA,NA,"1899-12-31 08:43:00",NA,NA,NA,NA,NA,318,"RMBL_2015",6
"063016-stm-ger1",NA,"Coolers:","Tblock","C",30,FALSE,NA,"16:06:47",100.5,NA,NA,0,6,1,28.949,26.767,30.13,399.88,385.438,16.1795,19.5849,29.451,35.65,400.04,1699,5.2,72.99,2.56,-0.178,1,-0.22,2.74,1,0,0.16,111115,15,1633.25,NA,NA,NA,NA,1.42,0.743292456335935,9.73951225039747,0.00258177188401991,299.917,302.099,271.84,2.17020760563245,26.767,3.53047218997937,48.369258665288,28.784358665288,27.858,3.76353914944932,0.0866461283105521,1.429501851,2.33403729844932,2.84,0.0893728255020843,0.0543923790372114,192.656655396817,14.0620092774137,0.499838268349991,40.2767677067062,380.808302275339,0.010301111549472,2.58177188401991,2.10097033897937,"Road","2016-06-29",NA,NA,"Geranium","good; plant wilted",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"RMBL_2016",5.382
"as1",NA,"Coolers:","Tblock","C",27.7,FALSE,NA,"00:17:51",55.5,21060206,1,0,6,1,27.628,26.52,27.71,400.102,395.643,16.0151,17.4542,32.894,35.852,499.9,1500,1905.7,76.264,0.0792,0.306,1,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,8.41945005604038,32.6633888639724,0.0123316700189039,299.67,300.778,240,-3.43923940834514,26.52,3.4794904942417,45.6242854898657,28.1700854898657,27.074,3.59474500962727,0.423951110597524,1.331127109,2.26361790062727,2.84,0.498343114639934,0.270780061590216,260.084534601856,19.8350863299265,0.657371642898304,45.7627775367003,380.116389096351,0.0393241715774291,12.3316700189039,2.1483633852417,"Almont","2015-06-17",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 10:30:00",NA,NA,NA,NA,NA,163,"RMBL_2015",0.593744243
"pbvaoc1",NA,"Coolers:","Tblock","C",27,FALSE,NA,"13:09:36",70.5,NA,NA,0,6,1,26.335,25.421,26.99,399.364,376.761,11.3353,18.1797,22.543,36.156,499.84,1499,16,68.45,-1.67,0.172,1,-0.22,2.74,1,0,0.16,111115,15,1810.75,NA,NA,NA,NA,1.42,0.833066666666667,16.6417955040542,0.0058074184322549,298.571,299.485,239.84,-0.0679149535346288,25.421,3.26036788081456,47.6313788285545,29.4516788285545,25.878,3.34997639166675,0.190696342599874,1.244400465,2.10557592666675,2.84,0.204422638270817,0.120346841643101,223.984133931698,15.3317139676247,0.594499296106393,40.3567495839593,368.850287348425,0.0182081550348854,5.8074184322549,2.01596741581456,"Painter Boy","2015-07-01",NA,NA,"Valeriana occidentalis","Not yet flowering.",NA,NA,NA,"1899-12-31 11:33:00",NA,NA,NA,NA,NA,294,"RMBL_2015",6
"pbcup3",NA,"Coolers:","Tblock","C",30,FALSE,NA,"12:26:04",85.5,NA,NA,0,6,1,29.105,28.264,30.117,399.025,385.97,17.0922,21.0147,28.918,35.555,499.8,1499,303.3,68.46,-2.5,0.15,1,-0.22,2.74,1,0,0.16,111115,15,1133.75,NA,NA,NA,NA,1.42,0.833,9.58660897820501,0.00333758075693725,301.414,302.255,239.84,1.21028978357897,28.264,3.85363720926728,56.2903477836296,35.2756477836296,28.6845,3.94893100388618,0.0909572480833952,1.438666362,2.51026464188618,2.84,0.0939667420102977,0.0571112151409538,200.961352859591,13.7578142167676,0.520665692081211,36.9008062757033,381.412985168811,0.00927481622629512,3.33758075693725,2.41497084726728,"Painter Boy","2015-07-01",NA,NA,"Veratrum californicum",NA,NA,NA,NA,"1899-12-31 10:45:00",NA,NA,NA,NA,NA,293,"RMBL_2015",6
"plipo3",NA,"Coolers:","Tblock","C",35.13,FALSE,NA,"12:42:21",103.5,NA,NA,0,6,1,33,28.689,35.205,400.66,397.602,24.544,25.3417,34.153,35.262,499.82,1499,73.7,70.3,-2.28,0.165,1,-0.22,2.74,1,0,0.16,111115,15,3639.25,NA,NA,NA,NA,1.42,2.38711829699276,6.5230126764091,0.00195371534947901,301.839,306.15,239.84,2.42664407367768,28.689,3.94996321041128,56.1872433913411,30.8455433913411,30.8445,4.47153393022297,0.0607563783295204,1.78152151,2.69001242022297,2.84,0.0620845803750667,0.0380898744177048,210.751314354413,14.8158173991152,0.530056545989115,43.9936324825205,394.501272143256,0.00727418934261015,1.95371534947901,2.16844170041128,"Pfeiler","2015-06-28",NA,NA,"Ligusticum porteri",NA,NA,NA,NA,"1899-12-31 10:35:00",NA,NA,NA,NA,NA,306,"RMBL_2015",2.093821662
"rpoga2",NA,"Coolers:","Tblock","C",25,FALSE,NA,"14:03:57",10.5,NA,NA,0,6,1,25.33,25.935,25.02,401.058,384.866,10.7483,15.3369,24.29,34.654,499.8,1499.4,176.9,73.27,0.365,0.299,1,-0.22,2.74,1,0,0.16,111115,15,400.75,NA,NA,NA,NA,1.42,0.95988724502985,13.8209337053407,0.0044731427559322,299.085,298.48,239.904,0.42222032984181,25.935,3.3613020571352,45.8755569419299,30.5386569419299,25.6325,3.30157433796495,0.141991758262155,1.123734663,2.17783967496495,2.84,0.149464553990305,0.0893872828664121,215.232325040931,15.770072455749,0.559239621816677,34.7631062569969,378.296189964011,0.0127005991818112,4.4731427559322,2.2375673941352,"Road","2015-06-26",NA,NA,"Potentilla gracilis","Restarted with cold H2O.  Machine accidentally shut down and restarted between 20 and 25 °C measurements.",NA,NA,NA,"1899-12-31 12:34:00",NA,NA,NA,NA,NA,320,"RMBL_2015",5.206861562
"as5",NA,"Coolers:","Tblock","C",23.66,FALSE,NA,"00:57:40",10.5,21060206,1,0,6,1,24.904,27.499,23.69,400.07,396.209,14.0474,15.2275,33.881,36.728,499.9,1500.8,0,76.26,3.01,0.427,0.79,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,5.86906244261073,19.8738423288237,0.00703317836735389,300.649,298.054,240.128,-1.18104506181172,27.499,3.68540813234533,48.326883455879,33.099383455879,26.2015,3.4147013179694,0.205734398470927,1.16124915,2.2534521679694,2.84,0.221802172347351,0.129937102058504,226.407728185445,17.265853351422,0.571435721041271,34.3859319150974,386.761927062003,0.017669593124989,7.03317836735389,2.52415898234533,"Almont","2015-06-18",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,167,"RMBL_2015",0.851754441
"062216-stm-bro1",NA,"Coolers:","Tblock","C",30,FALSE,NA,"17:53:57",108.5,NA,NA,0,6,1,28.701,25.272,30.132,399.739,382.991,13.4705,18.7989,24.9,34.748,200.2,1701,2,73.06,12.8,-0.187,1,-0.22,2.74,1,0,0.16,111115,15,5004.95,NA,NA,NA,NA,1.42,0.88,12.9079916894176,0.00477882872242305,298.422,301.851,272.16,1.20043876590624,25.272,3.23160828277184,44.2322513382404,25.4333513382404,26.9865,3.57632315186601,0.181974902237257,1.373447634,2.20287551786601,2.84,0.194433386696478,0.114791648518779,257.21836423831,18.7923736912509,0.671603978836983,44.4335729310583,376.85515888003,0.0152194253465519,4.77882872242304,1.85816064877184,"CBT","2016-06-23",NA,NA,"Bromus","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"RMBL_2016",2.275
"abasa5",NA,"Coolers:","Tblock","C",29,FALSE,NA,"12:03:51",55.5,NA,NA,0,6,1,28.715,27.343,28.93,400.348,371.173,9.6853,19.1134,18.683,36.866,499.87,1499,285.6,76.3,-2.09,0.196,1,-0.22,2.74,1,0,0.16,111115,15,3074.25,NA,NA,NA,NA,1.42,0.833116666666667,21.333911432391,0.00800776256026732,300.493,301.865,239.84,-1.14725985177754,27.343,3.65190006454457,47.8623861670324,28.7489861670324,28.029,3.80126013370631,0.269213149845822,1.45835242,2.34290771370631,2.84,0.297405222177594,0.170582673647222,231.951571148234,17.6979048786103,0.624914976065901,43.7440350858391,361.031880128969,0.0258490124876222,8.00776256026732,2.19354764454457,"Almont","2015-06-23",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 10:09:00",NA,NA,NA,NA,NA,162,"RMBL_2015",6
"063016-stm-sage1",NA,"Coolers:","Tblock","C",30,FALSE,NA,"17:34:18",100.5,NA,NA,0,6,1,28.915,26.342,30.13,398.979,391.083,18.9095,20.9859,34.448,38.23,200.21,1700.9,7,72.91,2.64,-0.147,0.73,-0.22,2.74,1,0,0.16,111115,15,1456.8,NA,NA,NA,NA,1.42,1.81843778383288,12.8500829097787,0.00385674119755046,299.492,302.065,272.144,1.56369870516965,26.342,3.44315151472079,47.2246813156054,26.2387813156054,27.6285,3.71342689327676,0.141973865462644,1.530081969,2.18334492427676,2.84,0.149444795352058,0.0893759426490283,233.821138942093,17.047899240268,0.597881253221009,45.352225801995,384.974685940774,0.015138061786611,3.85674119755046,1.91306954572079,"Road","2016-06-29",NA,NA,"Artemisia","ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"RMBL_2016",1.101
"062316-stm-vaoc6",NA,"Coolers:","Tblock","C",35,FALSE,NA,"15:52:40",120.5,NA,NA,0,6,1,33.488,29.863,35.01,399.426,382.208,16.9626,23.7109,23.86,33.351,500.78,1700,6,73.03,-1.28,-0.165,1,-0.22,2.74,1,0,0.16,111115,15,2907.8,NA,NA,NA,NA,1.42,0.834633333333333,12.1657052369028,0.00576914772108353,303.013,306.638,272,0.727568927542184,29.863,4.22703844663782,57.8808496047901,34.1699496047901,31.6755,4.68807789652818,0.16194906356573,1.731607027,2.95647086952818,2.84,0.171742569305261,0.102054732680341,245.264847926177,17.9116918440487,0.641705137664936,41.9638116036376,376.425006313444,0.0135623209485332,5.76914772108353,2.49543141963782,"CBT","2016-06-23",NA,NA,"Valerium","curve not great",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"RMBL_2016",6
"pcup1",NA,"Coolers:","Tblock","C",30,FALSE,NA,"10:31:53",85.5,NA,NA,0,6,1,28.93,26.501,30.13,399.521,384.118,14.6761,20.0097,25.758,35.12,499.83,1501,92.8,70.31,-2.05,0.164,1,-0.22,2.74,1,0,0.16,111115,15,2512.75,NA,NA,NA,NA,1.42,0.83305,11.0899288912997,0.00453387712214515,299.651,302.08,240.16,0.812496586992551,26.501,3.47559567609922,49.4324516583589,29.4227516583589,27.7155,3.73235437251858,0.148743943535876,1.406882007,2.32547236551858,2.84,0.156964924338046,0.0936701939142285,250.369325327022,17.6034672637429,0.651802979265379,41.5674305961478,378.846378872093,0.0121679953947348,4.53387712214515,2.06871366909921,"Pfeiler","2015-06-28",NA,NA,"Veratrum californicum","Not yet flowering.",NA,NA,NA,"1899-12-31 08:45:00",NA,NA,NA,NA,NA,297,"RMBL_2015",6
"pdeba3",NA,"Coolers:","Tblock","C",33,FALSE,NA,"11:20:28",85.5,NA,NA,0,6,1,31.385,28.553,33.06,400.729,380.672,17.6496,23.3005,26.907,35.523,499.83,1500.5,183,70.3,-1.98,0.123,1,-0.22,2.74,1,0,0.16,111115,15,2401.25,NA,NA,NA,NA,1.42,1.15386671768351,20.6017598848724,0.00667593824289795,301.703,304.535,240.08,-0.239794069708383,28.553,3.91891194978357,55.7455469385999,32.4450469385999,29.969,4.25286955322271,0.197629080731275,1.63802515,2.61484440322271,2.84,0.212410222008787,0.1247662412999,200.013531138681,14.0609512390493,0.525422222918574,43.6197889140684,370.878909913881,0.0242301351724249,6.67593824289795,2.28088679978358,"Pfeiler","2015-06-28",NA,NA,"Delphinium barbeyi",NA,NA,NA,NA,"1899-12-31 09:36:00",NA,NA,NA,NA,NA,302,"RMBL_2015",4.331782799
"abasa4",NA,"Coolers:","Tblock","C",38,FALSE,NA,"10:21:53",130.5,NA,NA,0,6,1,35.71,29.026,38.138,400.619,376.295,19.4512,29.3298,25.291,38.138,499.87,1500,58,76.37,-3.53,-0.0589,1,-0.22,2.74,1,0,0.16,111115,15,7625.3,NA,NA,NA,NA,1.42,0.833116666666667,17.0742451097166,0.00847870485179908,302.176,308.86,240,-0.609854927705791,29.026,4.02782812136733,52.7409731749029,23.4111731749029,32.368,4.87544999899545,0.347303976712135,2.239916826,2.63553317299545,2.84,0.395693494744671,0.220949103120459,286.304623255519,21.865084078024,0.760851426803943,59.3721996283266,368.178721514747,0.0275338040547069,8.47870485179908,1.78791129536733,"Almont","2015-06-23",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 07:00:00",NA,NA,NA,NA,NA,161,"RMBL_2015",6
"abasa3",NA,"Coolers:","Tblock","C",31,FALSE,NA,"13:11:57",40.5,NA,NA,0,6,1,31.095,29.826,31.07,400.065,372.416,11.8901,22.0948,19.946,37.066,499.88,1499.4,194,76.09,-0.773,0.291,0.7,-0.22,2.74,1,0,0.16,111115,15,1391.75,NA,NA,NA,NA,1.42,0.833133333333333,19.7975307918919,0.00869396754034296,302.976,304.245,239.904,-1.5086730018883,29.826,4.2180548025876,55.4350742881798,33.3402742881798,30.4605,4.37444953396188,0.25065628306822,1.681193332,2.69325620196188,2.84,0.274920573618893,0.158673308110889,231.112683978508,17.5853641239247,0.6205766878462,42.9538619063392,363.005201912305,0.0234261224950192,8.69396754034296,2.5368614705876,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 11:53:00",NA,NA,NA,NA,NA,160,"RMBL_2015",6
"pbcup1",NA,"Coolers:","Tblock","C",34,FALSE,NA,"11:07:15",100.5,NA,NA,0,6,1,32.006,28.015,34.03,400.941,385.338,18.6844,24.0636,26.774,34.48,499.82,1501,238,68.45,-2.04,0.0332,1,-0.22,2.74,1,0,0.16,111115,15,2227.25,NA,NA,NA,NA,1.42,0.833033333333333,11.2285223366411,0.00459154183346375,301.165,305.156,240.16,1.00983845156272,28.015,3.79815947817405,55.4880858754426,31.4244858754426,30.0105,4.26302010995241,0.140301796901435,1.64715342,2.61586668995241,2.84,0.147593211673686,0.0883158022969633,241.892324127495,16.5575295865271,0.627740607860376,43.9348923815102,380.000498185047,0.0129821882277897,4.59154183346375,2.15100605817405,"Painter Boy","2015-07-01",NA,NA,"Veratrum californicum",NA,NA,NA,NA,"1899-12-31 09:25:00",NA,NA,NA,NA,NA,291,"RMBL_2015",6
"062416-stm-shrub2",NA,"Coolers:","Tblock","C",35,FALSE,NA,"18:32:14",100.5,NA,NA,0,6,1,33.214,29.091,35.02,400.97,383.738,10.7786,16.6188,15.37,23.698,300.03,1699,4,72.91,-2.64,-0.0611,0.97,-0.22,2.74,1,0,0.16,111115,15,3026.25,NA,NA,NA,NA,1.42,0.711140080587817,10.6336929197284,0.00422338785183786,302.241,306.364,271.84,1.59809344733923,29.091,4.04299943171507,55.4519192389942,38.8331192389942,31.1525,4.5507545498528,0.104838288184147,1.211676708,3.3390778418528,2.84,0.10885672367225,0.0658734889280801,203.487275459001,14.8362572537157,0.530276337932564,30.0336478299467,378.683251605059,0.00843367141798691,4.22338785183786,2.83132272371507,"CBT","2016-06-25",NA,NA,"CBT shrub","ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"RMBL_2016",4.219
"as6",NA,"Coolers:","Tblock","C",22.7,FALSE,NA,"14:01:45",10.5,NA,NA,0,6,1,24.62,28.258,22.7,401.016,399.576,13.2427,13.7294,32.402,33.593,499.81,1500.1,259.2,76.056,1.57,0.419,0.85,-0.22,2.74,1,0,0.16,111115,15,734.25,NA,NA,NA,NA,1.42,9.32352421208861,11.5874521780299,0.00460092634106988,301.408,297.77,240.016,-0.0594458456990134,28.258,3.8522929979429,50.6507462316029,36.9213462316029,26.439,3.46291279121361,0.120604092302745,1.044203248,2.41870954321361,2.84,0.125953277213658,0.0758405633317509,227.808109710291,17.32615772498,0.570123422612002,27.8800125299178,394.067880126641,0.00819915734230817,4.60092634106988,2.8080897499429,"Almont","2015-06-22",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,168,"RMBL_2015",0.536074116
"rvaoc5",NA,"Coolers:","Tblock","C",34,FALSE,NA,"12:02:01",88.5,NA,NA,0,6,1,32.559,29.677,34.02,398.958,377.011,16.2883,24.6313,24.252,36.676,499.81,1499,132,73.37,-1.09,0.102,1,-0.22,2.74,1,0,0.16,111115,18,2002.5,NA,NA,NA,NA,1.42,0.833016666666667,15.5958784642493,0.00712536531953391,302.827,305.709,239.84,-0.463830154887549,29.677,4.18204312485087,56.9993611128645,32.3680611128646,31.118,4.54182085943895,0.211150752736612,1.807198481,2.73462237843895,2.84,0.228110511972369,0.133394898473101,243.522998967585,17.8672824342517,0.645930810743575,45.1985887936126,369.59746622298,0.0190723979709572,7.12536531953391,2.37484464385087,"Road","2015-06-27",NA,NA,"Valeriana occidentalis",NA,NA,NA,NA,"1899-12-31 09:50:00",NA,NA,NA,NA,NA,327,"RMBL_2015",6
"rcup1",NA,"Coolers:","Tblock","C",37.28,FALSE,NA,"11:01:32",115.5,NA,NA,0,6,1,35.03,29.592,37.345,399.672,382.677,22.1789,27.75,28.756,35.98,499.92,1499,17.2,73.35,-2.82,-0.0131,1,-0.22,2.74,1,0,0.16,111115,15,4714.45,NA,NA,NA,NA,1.42,0.8332,12.3332082047276,0.00477432858375516,302.742,308.18,239.84,1.13115971702371,29.592,4.1616194562083,56.7364615706653,28.9864615706653,32.311,4.85978485583367,0.15775106482034,2.0354625,2.82432235583367,2.84,0.167028877489749,0.0993880049145321,243.544497492025,17.86398889104,0.63642312594248,49.619967475793,376.814383423809,0.0162407133592398,4.77432858375516,2.1261569562083,"Road","2015-06-25",NA,NA,"Veratrum californicum","not yet flowering. Entire chamber area filled. *Leaf not homeothermic*",NA,NA,NA,"1899-12-31 08:35:00",NA,NA,NA,NA,NA,315,"RMBL_2015",6
"as3",NA,"Coolers:","Tblock","C",24,FALSE,NA,"00:32:04",40.5,21060206,1,0,6,1,24.68,25.876,24.047,399.691,397.369,14.5756,15.7606,35.667,38.569,499.92,1500,0,76.33,2.37,0.377,0.7,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,9.75029569187655,17.9754735519118,0.0117391153725566,299.026,297.83,240,-3.44803111258037,25.876,3.34957917054936,43.8828661148875,28.1222661148875,25.278,3.23276114516678,0.40498300435431,1.203006598,2.02975454716678,2.84,0.472338864756205,0.258411512377356,311.72615442807,23.7940573674946,0.784479223447864,43.364666758997,388.824320670746,0.0200896135291235,11.7391153725566,2.14657257254936,"Almont","2015-06-18",NA,NA,"Artemisia tridentata","Photosynthesis oscillation a lot",NA,NA,NA,"1899-12-31 09:45:00",NA,NA,NA,NA,NA,165,"RMBL_2015",0.512722912
"as4",NA,"Coolers:","Tblock","C",22,FALSE,NA,"23:51:17",10.5,21060205,1,0,6,1,23.38,25.95,22.019,400.684,393.821,12.3408,14.3395,32.631,37.918,499.9,1500,0,76.3,3.55,0.424,0.91,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,5.2818450303118,32.0313217283942,0.0107104055419761,299.1,296.53,240,-3.09497389994674,25.95,3.36428813219765,44.0928981939404,29.7533981939404,24.665,3.11672331183202,0.349455541406838,1.09410385,2.02261946183202,2.84,0.398488725149875,0.222342536501942,234.621497757512,17.9016202788982,0.595764150430924,39.0433122154399,378.594843544601,0.0330523304470458,10.7104055419761,2.27018428219765,"Almont","2015-06-18",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 11:24:00",NA,NA,NA,NA,NA,166,"RMBL_2015",0.946449578
"pbchan1",NA,"Coolers:","Tblock","C",35,FALSE,NA,"10:51:26",115.5,NA,NA,0,6,1,32.866,27.905,35.02,400.412,378.366,18.4196,25.6128,25.135,34.951,499.93,1499,41.3,68.42,-0.861,0.0421,1,-0.22,2.74,1,0,0.16,111115,15,4623.25,NA,NA,NA,NA,1.42,0.86146302116865,16.5855681853807,0.00635956182809555,301.055,306.016,239.84,0.226236066936555,27.905,3.77387415477408,55.1574708385572,29.5446708385572,30.3855,4.35570343593077,0.206559565819589,1.752427776,2.60327565993077,2.84,0.222761532898735,0.130463762855245,236.258316628404,16.1647940237154,0.624417300599192,48.2413471135745,370.482015123146,0.0215965089371657,6.35956182809555,2.02144637877408,"Painter Boy","2015-07-02",NA,NA,"Chamerion angustifolium","Not yet flowering. Leaf filled basically the entire chamber, even though I cut into pieces (didn't entirely fill but difference likely negligable).",NA,NA,NA,"1899-12-31 08:30:00",NA,NA,NA,NA,NA,288,"RMBL_2015",5.80326709
"rcup4",NA,"Coolers:","Tblock","C",35,FALSE,NA,"10:39:23",115.5,NA,NA,0,6,1,33.169,29.878,35.02,400.226,382.395,16.765,24.5948,24.141,35.416,499.9,1501,12,73.44,-2.04,0.0372,1,-0.22,2.74,1,0,0.16,111115,30,2995.4,NA,NA,NA,NA,1.42,0.833166666666666,12.2987299098412,0.0066880188658602,303.028,306.319,240.16,-0.172663082925994,29.878,4.23068543645715,57.6073725007781,33.0125725007781,31.5235,4.64780040677998,0.194263415261765,1.806242112,2.84155829477997,2.84,0.208527229365359,0.122620345679436,264.455325132714,19.4215990777465,0.691576248843014,44.3254486375589,376.548772754125,0.0144774617220009,6.6880188658602,2.42444332445715,"Road","2015-06-27",NA,NA,"Veratrum californicum",NA,NA,NA,NA,"1899-12-31 08:43:00",NA,NA,NA,NA,NA,318,"RMBL_2015",6
"062416-stm-shrub1",NA,"Coolers:","Tblock","C",30,FALSE,NA,"16:11:52",100.5,NA,NA,0,6,1,29.33,27.546,30.121,400.149,380.452,12.137,18.1127,21.589,32.218,200.11,1699.2,16.4,72.93,-2.13,-0.0293,1,-0.22,2.74,1,0,0.16,111115,15,6064.25,NA,NA,NA,NA,1.42,0.699440754980776,12.1573951519752,0.00425674935631233,300.696,302.48,271.872,1.24241411139836,27.546,3.69555523848669,50.672634560355,32.559934560355,28.438,3.89282282621882,0.126239494413142,1.320959211,2.57186361521882,2.84,0.132111942946295,0.0794070766818464,211.483956157315,15.423524922553,0.555875523876145,36.4138338098148,374.672956529871,0.011815570795219,4.25674935631233,2.37459602748669,"CBT","2016-06-24",NA,NA,"CBT shrub","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"RMBL_2016",2.861
"rcup3",NA,"Coolers:","Tblock","C",30,FALSE,NA,"15:28:20",70.5,NA,NA,0,6,1,29.409,28.525,30.1,401.098,387.692,14.2287,19.5502,25.311,34.776,499.86,1499,284,73.25,0.249,0.236,1,-0.22,2.74,1,0,0.16,111115,15,3710.75,NA,NA,NA,NA,1.42,0.8331,9.41549314064446,0.0045217427405421,301.675,302.559,239.84,0.600522927280039,28.525,3.91254608528453,53.4135984339185,33.8633984339185,28.967,4.01409949330281,0.12865756151349,1.43205215,2.58204734330281,2.84,0.134762571128548,0.0809380573452758,253.453019308183,18.5654336643244,0.653748354327143,37.1818989876495,383.216325443708,0.00913547039234383,4.5217427405421,2.48049393528453,"Road","2015-06-26",NA,NA,"Veratrum californicum",NA,NA,NA,NA,"1899-12-31 01:22:00",NA,NA,NA,NA,NA,317,"RMBL_2015",6
"plipo6",NA,"Coolers:","Tblock","C",34.15,FALSE,NA,"12:05:16",115.5,NA,NA,0,6,1,32.25,27.179,34.23,400.662,387.631,19.1244,23.7681,27.738,34.473,499.9,1500,249.7,70.24,-2.24,0.032,1,-0.22,2.74,1,0,0.16,111115,15,3741.9,NA,NA,NA,NA,1.42,1.7531789722878,19.6130459727712,0.008339450084449,300.329,305.4,240,-0.792086578936262,27.179,3.61696106647633,51.4943204224991,27.7262204224991,29.7145,4.19108044345534,0.289459818605421,1.669471344,2.52160909945534,2.84,0.322310509878576,0.183602411347527,265.964053561479,18.6813151221583,0.686126862335333,49.7537538407112,378.307897160831,0.0257944222407957,8.339450084449,1.94748972247633,"Pfeiler","2015-06-29",NA,NA,"Ligusticum porteri",NA,NA,NA,NA,"1899-12-31 09:59:00",NA,NA,NA,NA,NA,309,"RMBL_2015",2.851391717
"rpoga1",NA,"Coolers:","Tblock","C",34,FALSE,NA,"10:56:27",85.5,NA,NA,0,6,1,32.493,29.828,34.03,400.87,379.32,16.5994,23.7548,24.782,35.465,499.91,1500.4,31,73.3,-0.327,0.0773,0.88,-0.22,2.74,1,0,0.16,111115,15,2389.55,NA,NA,NA,NA,1.42,1.1859076353683,22.2592135680007,0.00869212318159834,302.978,305.643,240.064,-1.30506881522727,29.828,4.21853984274384,57.5517031752229,33.7969031752229,31.1605,4.55282855389206,0.246731682548065,1.74122684,2.81160171389206,2.84,0.270206530537273,0.156157494649402,220.094089778775,16.1328967807842,0.580233291984914,44.1051031922615,368.739035803943,0.0266243926801568,8.69212318159834,2.47731300274384,"Road","2015-06-26",NA,NA,"Potentilla gracilis",NA,NA,NA,NA,"1899-12-31 09:10:00",NA,NA,NA,NA,NA,319,"RMBL_2015",4.215421042
